NonModRamAlloc	0
dataLoadStart_SafeLoad	1
dataLoad1_SafeLoad	2
dataLoad2_SafeLoad	3
dataLoad3_SafeLoad	4
dataLoadEnd_SafeLoad	5
addressLoad_SafeLoad	6
numLoad_SafeLoad	7
DCInpAlg1_1	8
sin_lookupAlg19402mask_2	9
sin_lookupAlg19402increment_2	10
sin_lookupAlg19402ison_2	11
sin_lookupAlg19403mask_3	12
sin_lookupAlg19403increment_3	13
sin_lookupAlg19403ison_3	14
DCInpAlg2_4	15
ReadBackAlgSigma2001_5	16
LoudnessLH1001level_low_8	17
LoudnessLH1001level_hi_8	18
LoudnessLH1001iir_coeff_b0_hi_8	19
LoudnessLH1001iir_coeff_b1_hi_8	20
LoudnessLH1001iir_coeff_a1_hi_8	21
LoudnessLH1001iir_coeff_b0_low_8	22
LoudnessLH1001iir_coeff_a1_low_8	23
LoudnessLH1001target_8	24
PhatStereoAlg19401spread_level_9	25
PhatStereoAlg19401alpha_spread_9	26
Chorus19401vox_level_10	27
Chorus19401src_64_10	28
Chorus19401src_63_10	29
Chorus19401src_62_10	30
Chorus19401src_61_10	31
Chorus19401src_60_10	32
Chorus19401src_59_10	33
Chorus19401src_58_10	34
Chorus19401src_57_10	35
Chorus19401src_56_10	36
Chorus19401src_55_10	37
Chorus19401src_54_10	38
Chorus19401src_53_10	39
Chorus19401src_52_10	40
Chorus19401src_51_10	41
Chorus19401src_50_10	42
Chorus19401src_49_10	43
Chorus19401src_48_10	44
Chorus19401src_47_10	45
Chorus19401src_46_10	46
Chorus19401src_45_10	47
Chorus19401src_44_10	48
Chorus19401src_43_10	49
Chorus19401src_42_10	50
Chorus19401src_41_10	51
Chorus19401src_40_10	52
Chorus19401src_39_10	53
Chorus19401src_38_10	54
Chorus19401src_37_10	55
Chorus19401src_36_10	56
Chorus19401src_35_10	57
Chorus19401src_34_10	58
Chorus19401src_33_10	59
Chorus19401src_32_10	60
Chorus19401src_31_10	61
Chorus19401src_30_10	62
Chorus19401src_29_10	63
Chorus19401src_28_10	64
Chorus19401src_27_10	65
Chorus19401src_26_10	66
Chorus19401src_25_10	67
Chorus19401src_24_10	68
Chorus19401src_23_10	69
Chorus19401src_22_10	70
Chorus19401src_21_10	71
Chorus19401src_20_10	72
Chorus19401src_19_10	73
Chorus19401src_18_10	74
Chorus19401src_17_10	75
Chorus19401src_16_10	76
Chorus19401src_15_10	77
Chorus19401src_14_10	78
Chorus19401src_13_10	79
Chorus19401src_12_10	80
Chorus19401src_11_10	81
Chorus19401src_10_10	82
Chorus19401src_9_10	83
Chorus19401src_8_10	84
Chorus19401src_7_10	85
Chorus19401src_6_10	86
Chorus19401src_5_10	87
Chorus19401src_4_10	88
Chorus19401src_3_10	89
Chorus19401src_2_10	90
Chorus19401src_1_10	91
Chorus19401src_0_10	92
Chorus19401ch_hp_10	93
Chorus19401ch_lp_10	94
Chorus19401ch_lfo_inc_10	95
Chorus19401ch_loop_gain_10	96
Chorus19401ch_half_excurs_10	97
Chorus19401offset_s_10	98
Chorus19401offset_s_10_autoincremented	99
Chorus19401offset_s_10_autoincremented	100
Chorus19401mask_10	101
Chorus19401tscale_10	102
Chorus19401c707_10	103
Chorus19401ch_pan_same_10	104
Chorus19401ch_pan_dif_10	105
Chorus19402vox_level_11	106
Chorus19402src_64_11	107
Chorus19402src_63_11	108
Chorus19402src_62_11	109
Chorus19402src_61_11	110
Chorus19402src_60_11	111
Chorus19402src_59_11	112
Chorus19402src_58_11	113
Chorus19402src_57_11	114
Chorus19402src_56_11	115
Chorus19402src_55_11	116
Chorus19402src_54_11	117
Chorus19402src_53_11	118
Chorus19402src_52_11	119
Chorus19402src_51_11	120
Chorus19402src_50_11	121
Chorus19402src_49_11	122
Chorus19402src_48_11	123
Chorus19402src_47_11	124
Chorus19402src_46_11	125
Chorus19402src_45_11	126
Chorus19402src_44_11	127
Chorus19402src_43_11	128
Chorus19402src_42_11	129
Chorus19402src_41_11	130
Chorus19402src_40_11	131
Chorus19402src_39_11	132
Chorus19402src_38_11	133
Chorus19402src_37_11	134
Chorus19402src_36_11	135
Chorus19402src_35_11	136
Chorus19402src_34_11	137
Chorus19402src_33_11	138
Chorus19402src_32_11	139
Chorus19402src_31_11	140
Chorus19402src_30_11	141
Chorus19402src_29_11	142
Chorus19402src_28_11	143
Chorus19402src_27_11	144
Chorus19402src_26_11	145
Chorus19402src_25_11	146
Chorus19402src_24_11	147
Chorus19402src_23_11	148
Chorus19402src_22_11	149
Chorus19402src_21_11	150
Chorus19402src_20_11	151
Chorus19402src_19_11	152
Chorus19402src_18_11	153
Chorus19402src_17_11	154
Chorus19402src_16_11	155
